Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_sa_allsa.cov_q5_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_sa_allsa.cov_q5_tot?format=json,https://data.worldbank.org/indicator/per_sa_allsa.cov_q5_tot,CC BY-4.0,"Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org)."
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_pop_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_pop_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_pop_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","World Bank, Sustainable Energy for All (SE4ALL) database from the SE4ALL Global Tracking Framework led jointly by the World Bank, International Energy Agency, and the Energy Sector Management Assistance Program."
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_q2_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_q2_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_q2_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","World Bank national accounts data, and OECD National Accounts data files."
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_q3_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_q3_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_q3_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","World Bank national accounts data, and OECD National Accounts data files."
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_q4_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_q4_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_q4_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources."
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_q1_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_q1_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_q1_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",The United Nations Population Division's World Urbanization Prospects.
Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/per_lm_alllm.cov_q5_tot?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/per_lm_alllm.cov_q5_tot?format=json,https://data.worldbank.org/indicator/per_lm_alllm.cov_q5_tot,CC BY-4.0,"Coverage of unemployment benefits and active labor market programs (ALMP) shows the percentage of population participating in unemployment compensation, severance pay, and early retirement due to labor market reasons, labor market services (intermediation), training (vocational, life skills, and cash for training), job rotation and job sharing, employment incentives and wage subsidies, supported employment and rehabilitation, and employment measures for the disabled. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)","UN HABITAT, retrieved from the United Nation's Millennium Development Goals database. Data are available at : http://mdgs.un.org/"
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/SI.POV.DDAY?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SI.POV.DDAY?format=json,https://data.worldbank.org/indicator/SI.POV.DDAY,CC BY-4.0,"Poverty headcount ratio at $1.90 a day is the percentage of the population living on less than $1.90 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).","Estimates based on sources and methods described in ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (World Bank, 2011)."
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/SI.POV.NAHC?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SI.POV.NAHC?format=json,https://data.worldbank.org/indicator/SI.POV.NAHC,CC BY-4.0,National poverty headcount ratio is the percentage of the population living below the national poverty lines. National estimates are based on population-weighted subgroup estimates from household surveys.,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines.","(UNISDR, 2009-2011 Progress Reports, http://www.preventionweb.net/english/hyogo)."
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/SI.POV.RUHC?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SI.POV.RUHC?format=json,https://data.worldbank.org/indicator/SI.POV.RUHC,CC BY-4.0,Rural poverty headcount ratio is the percentage of the rural population living below the national poverty lines.,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines.","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements."
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Goal 1: End poverty in all its forms everywhere,https://api.worldbank.org/v2/countries/all/indicators/SI.POV.URHC?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SI.POV.URHC?format=json,https://data.worldbank.org/indicator/SI.POV.URHC,CC BY-4.0,Urban poverty headcount ratio is the percentage of the urban population living below the national poverty lines.,"World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines.","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements."
Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/EA.PRD.AGRI.KD?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/EA.PRD.AGRI.KD?format=json,https://data.worldbank.org/indicator/EA.PRD.AGRI.KD,CC BY-4.0,"Agriculture value added per worker is a measure of agricultural productivity. Value added in agriculture measures the output of the agricultural sector (ISIC divisions 1-5) less the value of intermediate inputs. Agriculture comprises value added from forestry, hunting, and fishing as well as cultivation of crops and livestock production. Data are in constant 2010 U.S. dollars.","Derived from World Bank national accounts files and Food and Agriculture Organization, Production Yearbook and data files.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
Cereal yield (kg per hectare),AG.YLD.CREL.KG,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/AG.YLD.CREL.KG?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/AG.YLD.CREL.KG?format=json,https://data.worldbank.org/indicator/AG.YLD.CREL.KG,CC BY-4.0,"Cereal yield, measured as kilograms per hectare of harvested land, includes wheat, rice, maize, barley, oats, rye, millet, sorghum, buckwheat, and mixed grains. Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded. The FAO allocates production data to the calendar year in which the bulk of the harvest took place. Most of a crop harvested near the end of a year will be used in the following year.","Food and Agriculture Organization, electronic files and web site.","International Telecommunication Union, World Telecommunication/ICT Development Report and database."
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.BFED.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.BFED.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.BFED.ZS,CC BY-4.0,Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.",
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.ANM.ALLW.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.ANM.ALLW.ZS?format=json,https://data.worldbank.org/indicator/SH.ANM.ALLW.ZS,CC BY-4.0,Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en).",
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.OWGH.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.OWGH.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.OWGH.ZS,CC BY-4.0,Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.,"World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries. Adjusted, comparable data are available at http://www.who.int/nutgrowthdb/en. Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.",
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.OWGH.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.OWGH.FE.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.OWGH.FE.ZS,CC BY-4.0,"Prevalence of overweight, female, is the percentage of girls under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries.",
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.OWGH.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.OWGH.MA.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.OWGH.MA.ZS,CC BY-4.0,"Prevalence of overweight, male, is the percentage of boys under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries.",
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.SVR.WAST.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.SVR.WAST.ZS?format=json,https://data.worldbank.org/indicator/SH.SVR.WAST.ZS,CC BY-4.0,Prevalence of severe wasting is the proportion of children under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.,"World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries. Adjusted, comparable data are available at http://www.who.int/nutgrowthdb/en. Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.",
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.SVR.WAST.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.SVR.WAST.FE.ZS?format=json,https://data.worldbank.org/indicator/SH.SVR.WAST.FE.ZS,CC BY-4.0,"Prevalence of severe wasting, female, is the proportion of girls under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries.",
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.SVR.WAST.MA.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.SVR.WAST.MA.ZS?format=json,https://data.worldbank.org/indicator/SH.SVR.WAST.MA.ZS,CC BY-4.0,"Prevalence of severe wasting, male, is the proportion of boys under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries.",
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.STNT.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.STNT.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.STNT.ZS,CC BY-4.0,Prevalence of stunting is the percentage of children under age 5 whose height for age is more than two standard deviations below the median for the international reference population ages 0-59 months. For children up to two years old height is measured by recumbent length. For older children height is measured by stature while standing. The data are based on the WHO's new child growth standards released in 2006.,"World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries. Adjusted, comparable data are available at http://www.who.int/nutgrowthdb/en. Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.",
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,"Goal 2: End hunger, achieve food security and improved nutrition and promote sustainable agriculture",https://api.worldbank.org/v2/countries/all/indicators/SH.STA.STNT.FE.ZS?date=0000:2017&format=json&per_page=30000,https://api.worldbank.org/v2/indicators/SH.STA.STNT.FE.ZS?format=json,https://data.worldbank.org/indicator/SH.STA.STNT.FE.ZS,CC BY-4.0,"Prevalence of stunting, female, is the percentage of girls under age 5 whose height for age is more than two standard deviations below the median for the international reference population ages 0-59 months. For children up to two years old height is measured by recumbent length. For older children height is measured by stature while standing. The data are based on the WHO's new child growth standards released in 2006.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries.",
